Filename,Initial Clause Count,Processed Clause Count,Unprocessed Clause Count,Factor Count,Resolvent Count,Tautologies Deleted,Resolution Result
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD049-3.p,34,712,560869,1812,559786,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD075-3.p,32,656,488714,1629,487760,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD056-3.p,28,620,495828,1758,494713,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD043-3.p,30,675,580963,1980,579679,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD071-2.p,34,1132,292553,2282,291384,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD054-2.p,38,1110,298393,1780,297700,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD034-1.p,31,1151,294137,2685,292587,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD019-1.p,30,1247,319325,3372,317185,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD068-3.p,30,643,502342,1722,501284,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD045-2.p,34,1171,316335,2223,315264,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD073-1.p,32,1279,336315,3073,334504,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD085-3.p,33,686,566319,1908,565115,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD031-5.p,30,651,533697,1833,532537,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD052-2.p,49,1363,431651,1338,431642,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD013-2.p,36,1290,370069,2442,368896,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD080-3.p,28,610,460953,1613,459973,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD020-3.p,30,678,583951,1932,582719,52,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD057-1.p,28,1240,297675,3519,295383,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD078-4.p,34,702,566405,1843,565281,51,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD065-1.p,30,1187,296073,3051,294194,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD066-1.p,32,1249,338100,2779,336553,15,Time Out
/work/rpanta/TPTP-v8.1.2/Problems/FLD/FLD080-2.p,31,1257,329052,2989,327304,15,Time Out
